Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","422","Lebanon","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.548","E","Estimated value"
"ET","Temperature change on land","422","Lebanon","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.936","E","Estimated value"
"ET","Temperature change on land","422","Lebanon","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.141","E","Estimated value"
"ET","Temperature change on land","422","Lebanon","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.744","E","Estimated value"
"ET","Temperature change on land","422","Lebanon","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.19","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.69","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.609","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.728","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.78","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.889","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.888","E","Estimated value"
"ET","Temperature change on land","426","Lesotho","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.282","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.119","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.216","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.338","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.234","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.341","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.27","E","Estimated value"
"ET","Temperature change on land","430","Liberia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.548","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.682","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.903","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.154","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.897","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.556","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.466","E","Estimated value"
"ET","Temperature change on land","434","Libya","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.444","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.307","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.112","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.395","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.274","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.655","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.684","E","Estimated value"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.127","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.389","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.576","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.38","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.713","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.893","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.428","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.257","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.46","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.146","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.619","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.161","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.917","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.597","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.766","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.093","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.505","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.245","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.231","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.923","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.385","E","Estimated value"
"ET","Temperature change on land","450","Madagascar","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.374","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.801","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.87","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.128","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.973","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.049","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.202","E","Estimated value"
"ET","Temperature change on land","454","Malawi","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.616","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.078","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.338","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.337","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.114","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.053","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.281","E","Estimated value"
"ET","Temperature change on land","458","Malaysia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.65","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.545","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.859","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.844","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.781","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.485","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.723","E","Estimated value"
"ET","Temperature change on land","462","Maldives","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.031","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.192","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.254","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.226","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.9","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.073","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.723","E","Estimated value"
"ET","Temperature change on land","466","Mali","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.727","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.521","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.325","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.631","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.091","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.9","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.225","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.727","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.804","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.012","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.123","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.834","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.457","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.744","E","Estimated value"
"ET","Temperature change on land","584","Marshall Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.864","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.652","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.82","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.087","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.817","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.768","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.974","E","Estimated value"
"ET","Temperature change on land","474","Martinique","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.629","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.115","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.522","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.971","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.917","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.786","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.163","E","Estimated value"
"ET","Temperature change on land","478","Mauritania","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.252","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.926","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.355","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.14","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.02","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.611","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.523","E","Estimated value"
"ET","Temperature change on land","480","Mauritius","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.411","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.902","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.461","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.212","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.8","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.647","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.321","E","Estimated value"
"ET","Temperature change on land","175","Mayotte","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.662","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.125","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.264","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.615","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.054","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.159","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.728","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.791","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.272","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.373","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.45","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.181","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.15","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.275","E","Estimated value"
"ET","Temperature change on land","583","Micronesia (Federated States of)","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.532","E","Estimated value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","488","Midway Island","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.94","E","Estimated value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.939","E","Estimated value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.234","E","Estimated value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.546","E","Estimated value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.793","E","Estimated value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.444","E","Estimated value"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.526","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.234","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.869","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.394","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.022","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.226","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.196","E","Estimated value"
"ET","Temperature change on land","496","Mongolia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.587","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.26","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.842","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.696","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.605","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.81","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.352","E","Estimated value"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.218","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.556","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.811","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.131","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.857","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.758","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.113","E","Estimated value"
"ET","Temperature change on land","500","Montserrat","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.54","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.541","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.462","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.083","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.771","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.247","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.524","E","Estimated value"
"ET","Temperature change on land","504","Morocco","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.644","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.68","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.069","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.897","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.724","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.847","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.069","E","Estimated value"
"ET","Temperature change on land","508","Mozambique","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.328","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.12","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.776","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.589","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.636","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.38","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.792","E","Estimated value"
"ET","Temperature change on land","104","Myanmar","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.016","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.006","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.071","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.558","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.015","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.085","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.806","E","Estimated value"
"ET","Temperature change on land","516","Namibia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.386","E","Estimated value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","520","Nauru","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.785","E","Estimated value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.815","E","Estimated value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.295","E","Estimated value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.655","E","Estimated value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.964","E","Estimated value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.171","E","Estimated value"
"ET","Temperature change on land","524","Nepal","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.303","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.128","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.129","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.461","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.3","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.579","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.329","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.721","E","Estimated value"
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.184","E","Estimated value"
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.094","E","Estimated value"
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.172","E","Estimated value"
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.946","E","Estimated value"
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.676","E","Estimated value"
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.613","E","Estimated value"
